70234;COOPERATIVA TROPICAL 12 Y 21;;CALLE 21 NO. 502 ESQUINA A CALLE 12;23/09/2013;2302;5610;0;313;999;1;CNoA;08;5;
70235;TALLER DE ELECTRONICA HERMANOS CRUZ;;CALLE F, FINAL 12 PLANTAS ENTRE C Y 5TA, REPARTO HERMANOS CRUZ;23/09/2013;2108;5360;0;311;999;1;CNoA;08;5;
70236;COOPERATIVA DE PRIMER GRADO DE RECICLAJES DE DESECHOS DE ESMERALDA;CONARES;CALLE SALVADOR ALLENDE NO.28 ENTRE JOAQUIN DE AGUERO Y PEDRO QUESADA;24/09/2013;3002;3950;0;102;999;1;CNoA;08;5;
70238;COOPERATIVA LAVATIN OK;;CALLE 23 NO. 953-A, ENTRE 2 Y 4, LOCALIDAD VEDADO.;24/09/2013;2302;9901;0;313;999;1;CNoA;08;5;
70239;ATELIER LA MODA SAN LUIS;;CALLE JUANA ROMERO, NO. 82, ENTRE IGNACIO AGRAMONTE Y EMILIO NUÑEZ.;24/09/2013;2109;2010;0;311;999;1;CNoA;08;5;
70240;COOPERATIVA OKINAWA;;CALLE SAN MIGUEL NO. 101 ENTRE INDUSTRIA Y AMISTAD;25/09/2013;2303;5610;0;313;999;1;CNoA;08;5;
70241;COOPERATIVA ORNITOLOGICA DE CUBA SANCTI-SPIRITUS;;CIRCUNVALACION ESQUINA CARLOS ROLOFF;25/09/2013;2807;5335;0;131;999;1;CNoA;08;5;
70242;COOPERATIVA DE PRIMER GRADO DE PRODUCCION DE CONFECCIONES TEXTILES DEL MUNICIPO MARIANAO;;CALLE 132 NO. 5707 ENTRE 57 Y 61;25/09/2013;2311;2010;0;102;999;1;CNoA;08;5;
70243;COOPERATIVA ORNITOLOGICA DE CUBA COC LA HABANA;;CALLE INFANTA NO. 410 ENTRE SAN RAFAEL Y SAN MIGUEL;25/09/2013;2303;5335;0;131;999;1;CNoA;08;5;
70244;COOPERATIVA DE CONSTRUCCION PIRAMIDE;PIRAMIDE;CALLE 9NA. S/N ENTRE 10 Y 11, SANTA MARIA LOMA;25/09/2013;2306;4520;0;126;999;1;CNoA;08;5;
70245;COOPERATIVA DE CONSTRUCCION ARQDECONS;ARQDECONS;CALLE 44 NO. 4116, ENTRE 38 Y 41.;25/09/2013;2301;4520;0;126;999;1;CNoA;08;5;
70246;COOPERATIVA ORNITOLOGICA DE CUBA GRANMA;;CALLE DONATO MARMOL, NO.157, ENTRE CANDUCHA FIGUEREDO Y PARADA, LOCALIDAD SAN JUAN;26/09/2013;3304;5335;0;131;999;1;CNoA;08;5;
