39897;RUPERTINO AJETE;KM 2 CARRETERA A PUNTA DE CARTAS;2110;0215;3;131;03452;ANAP;10/06/1994;;;N
39991;17 DE MAYO;LA TRINCHERA;2110;0213;3;131;03452;ANAP;31/01/1995;;;N
30496;JOSE MARTI;EL NARANJAL;2111;0215;3;131;04084;339;02/05/2003;;;N
30497;SECUNDINO SERRANO;SURI;2111;0215;3;131;04084;3370;15/02/2003;;;N
36602;SERGIO GONZALEZ;BOLONDRON;2111;0215;3;131;04084;ANAP;22/09/1979;;;N
36603;NICETO PEREZ;FUEYO;2111;0215;3;131;04084;ANAP;22/09/1979;;;N
36605;LEOPOLDO TROCHE;MOLINA;2111;0215;3;131;04084;ANAP;22/09/1979;;;N
36609;JESUS MENENDEZ;HOYO DEL RIO;2111;0215;3;131;04084;ANAP;22/09/1979;;;N
36612;LEOPOLDO PEREZ;HATO DE GUANE;2111;0215;3;131;04084;ANAP;22/09/1979;;;N
36614;FRANCISCO PEREZ GERMAN;PORTALES;2111;0215;3;131;04084;ANAP;22/09/1979;;;N
36619;ABEL SANTAMARIA;LAS CATALINAS;2111;0213;4;131;04084;ANAP;22/09/1979;;;N
36834;MENELAO MORA;HOYOS DEL RIO;2111;0215;3;131;04084;ANAP;04/10/1986;;;N
36835;MANUEL FAJARDO;TENERIA CARRETERA LUIS LAZO;2111;0215;3;131;04084;ANAP;04/10/1986;;;N
36836;GERARDO MEDINA;PERALEJO ISABEL RUBIO;2111;0215;3;131;04084;ANAP;25/04/1986;;;N
36838;PEDRO LANTIGUA;PASO PIEDRA;2111;0215;4;131;04084;ANAP;04/10/1986;;;N
36839;EDUARDO R CHIBAS;CARRETERA A MANTUA KM 6 1/2;2111;0215;3;131;04084;ANAP;04/10/1986;;;N
36840;JAVIER RODRIGUEZ;KM 3 1/2 CARRETERA GUANE-MANTUA;2111;0215;3;131;04084;ANAP;04/10/1986;;;N
39369;NICETO PEREZ - I;EL CANAL Y EL 13 CARRETERA A MANTUA;2111;0215;3;131;04084;ANAP;05/09/1988;;;N
39371;RAMON LOPEZ PENA;LOS ACOSTA KM 50;2111;0215;3;131;04084;ANAP;12/10/1988;;;N
39376;ORMANI ARENADO;EL SABALO;2111;0215;3;131;04084;ANAP;30/12/1988;;;N
39867;RAFAEL FERRO MACIAS;KM 49 1/2 CARRETERA LUIS LAZO;2111;0215;3;131;04084;ANAP;28/10/1992;;;N
39868;PATRICIO LUMUMBA;KM 49 1/2 CARRETERA LUIS LAZO;2111;0215;3;131;04084;ANAP;28/10/1992;;;N
30465;LEOVIGILDO TRUJILLO;FINCA ROJAS;2201;0311;7;658;13006;ANAP;23/07/1998;;;N
30466;PEDRO VARGAS SOTOMAYOR;FINCA ARRASTRE;2201;0311;7;131;13006;ANAP;23/07/1998;;;N
30470;ORLANDO NODARSE;BARRIO ARROYO DE PIEDRA;2201;0213;4;131;13006;ANAP;14/12/1998;;;N
30472;OSVALDO OSABA REYES;LOS CAYOS;2201;0214;2;131;13006;ANAP;15/07/1999;;;N
30520;GENARO ARZOLA;BLANCA ARENA;2201;0311;7;131;13006;ANAP;17/11/1903;;;N
36538;ELADIO RIDRIGEZ BELLO;CALLE 30 No. 2502  E/ AVE 25 Y  27;2201;0311;7;131;;;;;;N
